name,padrillo,M,PRS,PR,PS,Sire_Stk_Wnrs_Rnrs,MSib_StkWnrs_Offs,MomSib_Sibs_at2y,Dam_Mean_T3_BSN,Dam_Raced_STK,Dam_Placed_STK,Dam_Total_Rcs,Best_Foal_Bsn,Best_Foal_Raced_Stk,Best_Foal_Placed_Stk,Dam_Sib_Total_G1G2,DamSibs_G1G2_Total,ownCharac,father,Fathsiblings,mother,Momsiblings,uncles,maternalParents,inbreedingCoefficient,M_age_at_birth,M_season,studbook_id,birth_eday,sex,lote,haras,link
MY WIND,IL CAMPIONE (CHI),OPA LOCKA,.020409079,.63484025,.032148369,.090909094,0,8,,No,No,0,97.988663,Yes,No,0,0,0,0,0,0,0,0,0,.0334628929049359,13.947946,10,443077,10aug2023,2,20,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
NEVER HIT,HIT IT A BOMB (USA),NEVERMIND INC,.042010427,.74928027,.056067709,.057971016,.25,4,62.311401,No,No,2,106.15147,YES,YES,3,.1875,.064068705,-.051575616,-.043498456,-.088685483,.33774608,-.01400904,-.0039320728,.0249902173090959,11.750685,7,441826,24jul2023,2,18,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
NINETTE,PNEUMATIC (USA),NIFTY,.018386202,.54033667,.034027308,.044452887,0,1,104.53177,YES,Yes,10,,No,No,0,,-.033616662,.035653815,-.064478211,.35035357,-.16253033,.045882791,-.03296883,.0281871573315584,5.9534245,2,444282,16sep2023,1,46,ABOLENGO,https://arg-sales.com/remates/view/344
NIÑO FELIZ,EQUAL STRIPES,BURG ANIÑADA,.01466292,.47787794,.0306834,.072345391,.16666667,6,55.845638,No,No,1,116.7608,YES,YES,7,.18421052,-.037380815,-.076110907,.011801541,-.048359022,.46769339,-.038787786,-.003791701,.0239641225052765,13.153424,10,443833,11sep2023,2,13,EL CHAÑAR,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
NIÑO MATICO,PNEUMATIC (USA),STORMY NIÑA,.019974371,.63886446,.03126543,.044452887,0,12,116.01434,YES,YES,13,109.61993,YES,YES,5,.06329114,.021145046,.035653815,-.064478211,-.014360387,.079170644,.0097769201,.014366889,.0288294087076792,20.99452,10,442946,24aug2023,2,36,ABOLENGO,https://arg-sales.com/remates/view/344
NUNCA TAXI,GOUVERNEUR MORRIS (USA),NINA BERNSTEIN,.043604273,.71281284,.06117212,.044452887,0,5,85.070816,No,No,10,98.099335,YES,YES,2,.125,-.092403293,.060947627,-.028435126,-.093859859,.31792572,.056772437,.017365655,.0235126910920371,11.068493,6,445315,16oct2023,2,5,LA LEYENDA,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
OFUSCADOR,DANIEL BOONE (BRZ),ORDEM UNIDA,.024434732,.70160496,.034826908,.05479452,0,4,52.720242,No,No,3,109.3476,YES,No,2,.050000001,-.044679463,.0043926984,-.031812198,-.050845765,.14221653,-.037641153,.032165449,.0399054125737166,8.9534245,6,445900,29sep2023,2,25,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
OLIMPICO PEN,EMOTION ORPEN,OLIMPICA CATCH,.049160149,.7041409,.069815785,.044452887,.25,4,86.331001,No,No,7,103.97562,YES,YES,4,.1025641,-.0011662245,.10724786,-.011562288,-.060937375,.39537311,-.025260516,-.0039320728,.0464103703779983,9.8465757,6,443029,30aug2023,2,28,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
ONDA HIPPIE,IL MERCATO,ONDA CHIC,.018823564,.69200414,.027201518,.023809524,0,5,87.04467,No,No,17,98.169685,No,No,0,0,.05958432,-.070415273,-.015877604,-.05492077,.094471633,.012365416,-.010412626,.0237973977782531,11.964383,7,442733,26jul2023,1,34,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
ORIGINAL BOY,DANIEL BOONE (BRZ),ORIGINALIDAD,.023402764,.71997833,.032504816,.05479452,0,5,86.532684,No,No,12,88.193893,No,No,0,0,-.02087003,.0043926984,-.030470081,-.050845765,.035558566,-.0031422824,.032165449,.0352733425315819,11.10685,7,444247,19sep2023,2,24,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
ORIGINAL MIX,TREASURE BEACH (GB),ORANGE NUGGET,.011300026,.60762256,.018597113,.044444446,0,1,96.766785,YES,YES,14,,No,No,0,,-.04793632,-.068622753,-.049286515,.25598788,-.11368891,-.030304309,-.0082113147,.0349817459937185,9.9726028,2,445261,21sep2023,1,11,Las Retamas,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/100
ORTODOXA,SOVEREIGN (IRE),SANTISIMA,.023675265,.70804977,.033437289,.044452887,0,2,48.220242,No,No,1,90.162704,No,No,0,0,.089036852,.02196908,.039156273,-.039935853,-.14684801,.012123186,.031823486,.0593681479658699,8.7452059,4,444081,22jul2023,1,48,EL MALLÍN,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
OSTENTOSO,DANIEL BOONE (BRZ),ORANGE AND GREEN,.021891326,.65539217,.033401873,.05479452,0,0,,No,No,0,,No,No,0,,.1219866,.0043926984,-.025807254,-.078593872,-.13379321,.06484215,.032165449,.0357230698828062,5.8958902,2,441765,21jul2023,2,20,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
OTIS BLUE,UNCLE CHUCK (USA),ORPEN MOON,.015029577,.6450159,.023301095,.044452887,0,0,106.80334,YES,YES,10,,No,No,0,,-.053151727,-.044072285,-.11835261,.21164033,-.17070119,.020304546,-.0063206535,.0290850728779333,5.9260273,2,445460,29sep2023,2,24,SANTA INÉS,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
PALAPA,CITYSCAPE (GB),PALMA DEL RIO,.0089337453,.52225482,.017106105,.089686096,0,3,53.066689,No,No,2,,No,No,0,,-.0026984215,.094340608,.040770233,-.09623614,-.11368891,-.02313526,-.0082113147,.0284172735300672,9.0465755,5,443340,02sep2023,1,16,Las Retamas,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/100
PALCO DE HONOR,DADDY LONG LEGS (USA),PALMA DE ORO,.013481178,.67469525,.019981137,.091603056,0,0,88.239754,No,No,25,,No,No,0,,.05547601,.014311358,.094204634,-.038551606,-.17436801,.063674919,-.003791701,.0409501086869568,6.8410959,1,442215,03aug2023,2,23,EL CHAÑAR,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
PALM ANGEL,GOUVERNEUR MORRIS (USA),PALLARS,.024675006,.72436017,.034064554,.044452887,0,1,126.70346,Yes,Yes,17,,No,No,0,,.04019016,.060747832,-.027805567,.2260794,-.16154096,.035523586,-.010412626,.0299041014441173,8.9561644,3,443210,06aug2023,1,28,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
PAULEY,DADDY LONG LEGS (USA),PAULETTE,.019426839,.62527955,.031069048,.091603056,0,0,,No,No,0,,No,No,0,,.13066846,.035653815,.10773514,-.042108495,-.16253033,.040649086,-.03296883,.0225366099712119,3.7287672,1,441688,09jul2023,2,34,ABOLENGO,https://arg-sales.com/remates/view/344
PAULO SIL,TREASURE BEACH (GB),PAULINE'S,.015292,.62263048,.024560314,.044444446,0,1,99.135262,No,No,11,,No,No,0,,.047335446,.035653815,-.046657816,.043244969,-.16253033,.043361984,-.03296883,.0263592685951153,8.0794525,3,442626,13aug2023,2,51,ABOLENGO,https://arg-sales.com/remates/view/344
PECATO BOMB,HIT IT A BOMB (USA),PECADORA INC,.043074641,.77165514,.055821102,.057971016,.16666667,6,111.20837,YES,Yes,21,116.38443,YES,YES,4,.068965517,.027043492,-.051575616,-.045641571,-.060937375,.37516767,-.043770202,-.0039320728,.0360347447094682,12.942466,8,442162,14aug2023,2,7,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
PINTON,PNEUMATIC (USA),PIBA COMO VOS,.013159548,.64529753,.020392993,.044452887,.1,10,99.338707,No,No,11,96.985077,YES,YES,1,.016949153,-.087380648,.014311358,-.072887458,-.048359022,.23824488,-.017370284,-.003791701,.0215124593669316,20.958904,10,445503,02oct2023,2,20,EL CHAÑAR,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
POKER STAR,COSMIC TRIGGER,POKER LADY,.019557189,.47564426,.041117262,.076271184,.125,8,55.984764,No,No,1,114.70921,YES,YES,5,.084745765,.016383171,-.13625012,.056968227,-.014360387,.31871656,.016783893,.014366889,.0299445563287009,17.936987,10,443481,26aug2023,1,12,ABOLENGO,https://arg-sales.com/remates/view/344
PORTO LANE,COSMIC TRIGGER,PURPURINE,.019480774,.78138614,.024931047,.076271184,0,2,69.033821,No,No,3,83.8591,No,No,0,0,.022559077,-.11115611,.076222345,-.023538649,-.030700698,.037407815,-.010412626,.0207279521273449,8.8219175,5,443083,16aug2023,2,22,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
PUEBLO MIO,EQUAL STRIPES,PALI AIKE,.009038398,.45714393,.019771449,.072345391,0,3,,No,No,0,70.846138,No,No,0,0,.0068593621,-.054768451,.020526752,-.042108495,-.15756328,.011344992,.014366889,.0242092150438111,8.9589043,6,443491,30aug2023,2,27,ABOLENGO,https://arg-sales.com/remates/view/344
PUNCH BOY,DANIEL BOONE (BRZ),PERSONAL DOT,.027056413,.61024439,.044337012,.05479452,0,7,118.9735,YES,YES,28,95.829346,No,No,0,0,-.02087003,.0043926984,-.030470081,.32392773,.0010390431,-.033167232,-.056226846,.028037854062859,15.10411,9,444245,19sep2023,2,15,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
PUNTERA SIEMPRE,EQUAL STRIPES,PUNTERA RYE,.010415331,.41936949,.024835689,.072345391,0,3,99.537155,No,No,8,,No,No,0,,.083049595,-.054768451,.021358266,.01657201,-.16253033,.016237505,.014366889,.0334543736753403,10.810959,6,442287,29jul2023,1,54,ABOLENGO,https://arg-sales.com/remates/view/344
QUALICK,DANIEL BOONE (BRZ),QUEEN KELLY,.02237135,.65144408,.034341168,.05479452,0,6,,No,No,0,119.3035,Yes,Yes,0,0,-.061346054,.0043926984,-.032809801,-.050845765,.12593767,.027692717,-.0088911233,.0457206822611624,10.241096,7,445910,06oct2023,2,10,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
QUANDO QUERO,DANIEL BOONE (BRZ),QUINDICI (USA),.029889069,.62358117,.047931321,.05479452,.083333336,12,,No,No,0,114.64471,YES,YES,6,.13043478,-.089917421,.0043926984,-.034036957,.14780805,.28790325,-.058217164,-.0088911233,.035293989116326,20.493151,10,447383,18oct2023,2,5,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
QUARTERBACK,HIT IT A BOMB (USA),QUATRO FOLHAS,.02973892,.75198084,.039547443,.057971016,0,4,98.206421,YES,Yes,17,86.107178,No,No,0,0,.052939236,.0043926984,.01909411,-.050845765,.018578768,.027367096,.032165449,.0446362093425705,11.073973,6,443369,19aug2023,2,41,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
QUARTZ MAN,DANIEL BOONE (BRZ),QUEEN PLUM,.022391725,.67172468,.033334676,.05479452,0,1,111.30688,Yes,Yes,19,,No,No,0,,-.054203212,.0043926984,-.032528736,.16039181,-.13379321,.048456769,-.0088911233,.0411245279101422,7.9753423,2,445906,03oct2023,2,11,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
QUE FORTE,FORTIFY (USA),QUE BELLA NOCHE,.035078999,.64705718,.054213136,.12832929,0,6,105.50809,Yes,Yes,15,86.252296,No,No,0,0,.11246285,-.036348134,.31804064,-.050845765,.012585104,.0022006221,-.0088911233,.049919076016522,12.934247,9,441769,25jul2023,2,1,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
QUE TANGACHO,DANIEL BOONE (BRZ),QUE SEJA DOCE,.011851477,.56297946,.021051347,.05479452,0,1,,No,No,0,,No,No,0,,-.04706043,.0043926984,-.032101221,-.078593872,-.13379321,-.0093305856,-.0088911233,.0345032825789531,5.9232879,2,445901,30sep2023,2,26,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
QUEEN'S BANQUET,DANIEL BOONE (BRZ),QUEEN DALILLA,.027127123,.63808852,.042513102,.05479452,0,2,72.151253,No,No,2,91.848022,No,No,0,0,.10532001,.0043926984,-.026699372,-.078593872,.088437274,.031909753,.032165449,.0450199009719654,8.8739729,5,442758,28jul2023,1,8,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
QUEMOSIS,DANIEL BOONE (BRZ),QUICK SHE GO,.011439323,.49523085,.023098972,.05479452,0,1,51.238625,No,No,1,,No,No,0,,.0053203702,.0043926984,-.029376797,-.078593872,-.13379321,-.0093305856,-.0088911233,.0356812086647551,6.0630136,2,444237,08sep2023,1,17,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
QUEQUEN,CITYSCAPE (GB),BRINGING HOPE,.035453245,.76202661,.046524946,.089686096,0,5,,No,No,0,100.7293,No,No,0,0,.11444563,.17918813,.044932529,-.012512743,.024895534,-.028259689,.032416984,.0149952161882538,11.975343,8,441924,07jul2023,2,45,EL PARAISO,https://arg-sales.com/remates/view/346
RE HARLAN'S,REMOTE (GB),HARLAN'S GOLD,.036833923,.72747326,.050632682,.081272088,0,2,104.41234,YES,No,14,,No,No,0,,.062305599,-.051575616,.053016096,.16498435,-.17283064,.063354097,-.0039320728,.0268589136394439,8.8164387,4,441827,25jul2023,2,5,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
RE SINGER,REMOTE (GB),SING NISTEL,.023775069,.70200843,.033867214,.081272088,0,0,70.781288,No,No,1,,No,No,0,,.039385229,-.051575616,.050949097,-.088685483,-.17283064,.043747239,-.0039320728,.0305805418174714,6.9589043,2,442155,07aug2023,2,14,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
REGU,PNEUMATIC (USA),REFINED WITH GLORY,.023538979,.5939545,.039630946,.044452887,.25,4,85.331474,No,No,5,112.02356,YES,YES,5,.2173913,.033049762,.035653815,-.064478211,-.0066303574,.25321326,-.019496173,.014366889,.0284670445871598,13.890411,10,442935,19aug2023,2,17,ABOLENGO,https://arg-sales.com/remates/view/344
REINA MATIC,PNEUMATIC (USA),JOY REA,.0065356968,.49304721,.013255722,.044452887,0,0,99.164169,No,No,13,,No,No,0,,-.0013227463,.01228483,.008612372,.0075049177,-.04177478,.049329408,.012612099,.034889500956524,5.9808221,1,444033,11sep2023,1,37,EL ARROYO,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
RIKI,STORM EMBRUJADO,RED HOTSCAT'N (USA),.015499925,.51933008,.029846,.04137931,0,2,,No,No,0,90.793922,No,No,0,0,-.08526051,-.11095631,-.02008763,.07704585,-.14730293,-.036151495,.017365655,.0280480083310977,10.419178,6,445351,13oct2023,1,38,LA LEYENDA,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
ROBERTS ORPEN,EMOTION ORPEN,ROBERTS KEY,.034273643,.73437279,.046670634,.044452887,0,0,92.362442,No,No,6,,No,No,0,,-.0064555407,.10724786,-.011562288,-.010444805,-.17283064,.14855811,-.0039320728,.0331480686363648,6.0958905,1,443260,02sep2023,2,25,FIRMAMENTO,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-firmamento/lotes
ROMANCE LATINO,IL MERCATO,ROMANCE NIGHT,.035995468,.6566121,.05481999,.023809524,.25,4,122.72867,YES,Yes,24,114.5079,YES,YES,4,.5,-.046202064,-.070415273,-.015877604,.20882043,.45907989,-.0022292882,-.010412626,.0521284950373229,12.934247,7,444997,24sep2023,2,16,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
ROSICA,FORTIFY (USA),THE ROSY,.032978281,.56069577,.058816712,.12832929,.2857143,7,104.34536,YES,YES,13,111.72786,YES,YES,10,.40000001,-.093140244,.035653815,.26569188,-.014360387,.39658234,-.045250468,.014366889,.0281759778736159,16.230137,10,445437,11oct2023,1,7,ABOLENGO,https://arg-sales.com/remates/view/344
SAHARAN STAR,LUCULLAN (USA),SAHARAN LADY,.019786894,.64084405,.030876301,.044452887,0,4,80.693237,No,No,18,70.359344,No,No,0,0,.042989254,.06130591,.0026810765,-.030399852,.12769598,.0057968833,.005259525,.0445888499671128,11.931507,6,442214,14aug2023,2,15,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
SAKURA TREE,DANIEL BOONE (BRZ),SAY SARAH,.017274007,.58380902,.029588455,.05479452,0,3,,No,No,0,97.566452,No,No,0,0,-.078012705,.0043926984,-.033362672,-.078593872,.11425883,-.015201595,-.0088911233,.0398061218656949,6.9369864,5,447375,13oct2023,1,46,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
SAKURA'S MOON,JAPAN (USA),SAVANNAH'S MOON,.015843343,.47652394,.033247739,.044452887,0,5,46.210373,No,No,2,50.415512,No,No,0,0,-.037536621,-.036348134,.097934663,-.050845765,.0073247105,.010415275,-.0088911233,.0324217475790647,11.035617,7,445890,26sep2023,1,47,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
SALEMA,IL MERCATO,SABBIONERA,.020681057,.79048073,.026162632,.023809524,0,1,104.25713,No,No,3,,No,No,0,0,.073689163,-.070415273,-.015877604,-.023538649,.058350652,-.021497153,-.010412626,.0246975139743881,6.920548,2,442350,18jul2023,1,35,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
SALVATTISTA,DANIEL BOONE (BRZ),SALVA DI APPLAUSI,.019447129,.63960773,.030404776,.05479452,0,4,,No,No,1,60.806213,No,No,0,0,.12912944,.0043926984,-.025073029,-.078593872,-.1137394,.015163343,-.0088911233,.0376325467295828,9.6931505,6,441763,18jul2023,2,9,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
SAM BUSHIDO,PNEUMATIC (USA),SAMBULLIDA,.016442655,.60992229,.026958607,.044452887,0,10,104.50464,Yes,No,7,102.85355,YES,YES,3,.069767445,-.066949904,.035653815,-.064478211,-.014360387,.12863517,-.047479536,.014366889,.0304279528281768,16.967123,10,445128,30sep2023,2,13,ABOLENGO,https://arg-sales.com/remates/view/344
SAMMI BOMB,HIT IT A BOMB (USA),SANTA SABINA,.014732279,.51858366,.028408684,.057971016,0,0,,No,No,0,,No,No,0,,.088653386,.0043926984,.020810574,-.078593872,-.13379321,-.014294453,-.0088911233,.0443233589558076,4.8027396,2,443372,04aug2023,1,37,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
SANSA,NICHOLAS,SASSY DUBAI,.0093729543,.53046966,.017669162,0,0,0,100.72903,No,No,13,,No,No,0,,-.016534328,.014964744,-.045819856,.01574209,-.096303806,-.000043027103,.005259525,.0278097331283789,5.8520546,1,443770,08sep2023,1,12,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
SARAGOSSA CANDY,SEÑOR CANDY (USA),SARAGOSSA,.015252809,.60144681,.025360197,.046218488,.2,5,93.441048,No,No,18,111.8966,YES,YES,3,.085714288,.038227379,-.15133886,.014926642,-.028731968,.22445579,-.013271481,.005259525,.0214060963116935,12.906849,7,442216,16aug2023,1,3,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
SARRACENO,DADDY LONG LEGS (USA),SERINE,.035518907,.68966943,.051501349,.091603056,0,5,97.009628,Yes,Yes,9,114.938,YES,YES,3,.081081077,.11876374,.035653815,.10713609,-.014360387,.19163093,.00026676059,.0080877431,.0238134273167816,11.882192,7,441695,14jul2023,2,10,ABOLENGO,https://arg-sales.com/remates/view/344
SAYUMI,PNEUMATIC (USA),SA TALAIA,.029595541,.60004163,.049322478,.044452887,.33333334,3,93.308342,YES,YES,5,111.62952,YES,YES,4,.25,.033049762,.035653815,-.064478211,.14644434,.29472709,-.00019801408,-.03296883,.0265600340899255,9.063014,5,442934,19aug2023,1,4,ABOLENGO,https://arg-sales.com/remates/view/344
SERBIO,SOVEREIGN (IRE),MISS SEITER,.042602293,.7562542,.056333296,.044452887,.090909094,11,101.87694,YES,YES,21,106.65134,YES,YES,13,.094202898,.074932009,.02196908,.039156273,-.012187745,.30148137,-.012992442,-.0092330873,.0388525553280488,19.778082,10,444084,30jul2023,2,8,EL MALLÍN,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
SEVEN STARS,HIT IT A BOMB (USA),SAFONA,.027678667,.63596076,.0435226,.057971016,0,0,106.93948,YES,YES,12,,No,No,0,,.091034353,.0043926984,.021006405,.19184181,-.13379321,.0089750402,-.0088911233,.0445271175431117,5.7753425,1,442760,03aug2023,1,45,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
SHANI,GOUVERNEUR MORRIS (USA),SHERAH,.0085729035,.54302585,.015787285,.044452887,0,0,75.822403,No,No,4,,No,No,0,,-.022199452,-.044072285,-.13716596,-.047237407,-.17070119,.04452493,-.0063206535,.0364818805701361,6.9643836,1,445031,16sep2023,1,14,SANTA INÉS,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
SIEMPRE EN VENTA,SOVEREIGN (IRE),MARIAISNOTFORSALE,.0095217172,.58890808,.016168427,.044452887,0,3,88.152184,No,No,10,93.178551,No,No,0,0,-.014814794,.0091226101,.037525363,-.049138907,.12917221,.020988341,-.045940354,.0301806882489473,8,4,448234,22sep2023,2,43,EL MALLÍN,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
SIFNOS,EQUAL STRIPES,SEXY BACK,.013676564,.59591377,.022950577,.072345391,0,3,103.12421,YES,Yes,14,70.627968,No,No,0,0,.057821214,-.029674433,.039406568,.051457994,-.15623306,.0050171986,-.057748348,.0207054106504074,9.9123287,5,442732,27jul2023,2,21,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
SILK SONIC,UNCLE CHUCK (USA),SOLEVATA,.0067956373,.52592218,.012921374,.044452887,0,2,58.297043,No,No,1,,No,No,0,,.027550936,-.054786786,-.042041846,-.014634375,-.18633981,.067622215,.0067622475,.0315675299134455,7.1232877,3,443337,17aug2023,2,9,Las Retamas,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/100
SIN EQUIPAJE,SPRINGDOM,BELLANET,.023514401,.66409397,.035408244,0,0,4,17.47327,No,No,1,97.696091,No,No,0,0,.019237876,-.089157723,.011235401,-.012512743,.22169647,-.028259689,.032416984,.0543794681580039,11.084931,7,443650,30aug2023,2,53,EL PARAISO,https://arg-sales.com/remates/view/346
SIN LIMITES,TREASURE BEACH (GB),SIN FRONTERAS,.015918151,.59952986,.026551057,.044444446,0,0,94.122589,No,No,2,,No,No,0,,.12352562,.035653815,-.044517681,.046586845,-.16253033,.010046899,-.03296883,.0317184982377512,3.9808218,1,441692,12jul2023,2,18,ABOLENGO,https://arg-sales.com/remates/view/344
SIR LUIGI,DANIEL BOONE (BRZ),SERENITY QUEEN,.021237569,.75586164,.028097166,.05479452,0,1,85.597565,No,No,9,46.394798,No,No,0,0,.033891678,.0043926984,-.028731488,-.026433423,-.13098894,-.013079051,.032165449,.0446794405725086,7.8164382,3,443371,27aug2023,2,12,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
SIRI AZUL,IL MERCATO,SARATOGIAN,.020465039,.78602713,.026036046,.023809524,0,4,94.388802,No,No,6,112.44046,No,No,0,0,.050768793,-.070415273,-.015877604,-.05492077,.09818992,-.0037846565,-.016691774,.0321229091641726,11.972603,7,441894,31jul2023,2,17,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
SLAVO,SEÑOR CANDY (USA),SLOVENCA,.0061313231,.57742321,.010618421,.046218488,0,0,90.405136,No,No,12,,No,No,0,,.10346285,-.11939166,.048968509,-.0451774,-.11967054,.023339897,-.053658891,.0217786793946289,8.0164385,2,441637,20jul2023,2,35,EL ARROYO,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
SOBERANO BOONE,DANIEL BOONE (BRZ),SALZBURG QUEEN,.017103055,.66681999,.025648683,.05479452,0,6,109.29114,Yes,No,14,91.416367,No,No,0,0,-.087536454,.0043926984,-.033769444,-.050845765,.023736313,-.033346482,-.0088911233,.0359328811246087,12.016438,8,447382,17oct2023,2,13,SANTA MARÍA DE ARARAS,https://arg-sales.com/remates/view/345
SOBERBIA NOCHE,SOVEREIGN (IRE),RED KNIGHT,.013914673,.5052107,.027542315,.044452887,.1,10,101.35623,No,No,21,123.80075,YES,Yes,2,.027777778,.0055555105,.00048682094,.02418454,-.13243587,.097487479,.011377176,-.013685524,.0213927669101395,17.087671,10,447007,15aug2023,1,30,EL MALLÍN,https://antoniobullrich.com/remates/copa-bullrich-abril-14h/lotes
SON FEMOL,IL MERCATO,SMASHING CAT (USA),.019331709,.66349667,.029136105,.023809524,.11111111,9,100.00387,YES,No,5,107.71982,YES,YES,3,.078947365,-.030334115,-.070415273,-.015877604,-.05492077,.26967815,-.069992952,.030643947,.0230261937831528,19.479452,10,444173,15sep2023,2,18,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
SOUND LADY,NICHOLAS,SAGADORA,.0085902698,.48271674,.017795675,0,0,0,63.841808,No,No,3,,No,No,0,,.040608287,.014964744,-.045819856,-.056480076,-.096303806,.019025337,.005259525,.0291531673938152,5.8438358,1,443381,15aug2023,1,17,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
SOÑADORA CANDY,SEÑOR CANDY (USA),SANAMIA,.023907987,.52192616,.04580722,.046218488,.25,4,105.45564,YES,No,16,119.24296,YES,YES,24,.60000002,-.0070105791,-.15133886,.013170108,.18461536,.42375606,.027998496,.005259525,.0256624065987126,13.112329,8,443769,04sep2023,1,2,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
SPICY LADY,NICHOLAS,SPICE LADY,.011260764,.52134854,.0215993,0,0,0,76.38092,No,No,12,,No,No,0,,.10251287,.014964744,-.045819856,.021760602,-.096303806,-.0098423399,.005259525,.0249756449484266,7.9698629,1,443379,20jul2023,1,14,La Esperanza,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101
STEREO LAB,DANIEL BOONE (BRZ),SAVOIR AIMER,.016295517,.64406824,.025300916,.05479452,0,7,,No,No,0,97.461372,YES,No,1,.016129032,-.055079162,-.02788192,-.06771598,-.068488032,.37336975,-.026025455,-.0082113147,.0376325467295828,14.917809,10,445265,24sep2023,1,15,Las Retamas,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/100
STOP THINKING,TREASURE BEACH (GB),STALKER GIRL,.012595484,.58273488,.021614432,.044444446,0,1,,No,No,0,,No,No,0,,.094954312,.035653815,-.044701889,-.042108495,-.16253033,.0023012012,-.03296883,.0263572469630162,5.8191781,3,442283,24jul2023,2,60,ABOLENGO,https://arg-sales.com/remates/view/344
STORM MORRIS,GOUVERNEUR MORRIS (USA),STORMY PURPOSEFUL,.017342914,.74643749,.023234248,.044452887,0,9,71.498917,No,No,2,98.775078,Yes,No,0,0,-.025044769,.060747832,-.027805567,-.05492077,-.02760458,.0024789646,-.010412626,.0339893033815315,15.20274,10,444167,12sep2023,2,9,LA PASIÓN,https://antoniobullrich.com/remates/gran-venta-seleccion-haras-la-pasion-14h/lotes
